ID,Tipo,SKU Padre,SKU hijo,Nombre,Publicado 0/1,Descripción corta - producto,Precio rebajado,Precio normal,Categorías,Imágenes,Etiquetas,Inventario,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo por defecto 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,Atributo por defecto 3
147,variation,RD22,RD222,Dije Devotion in White,1,"Un sutil y devoto encanto

Así es la forma de nuestro dije en cruz tubular en Oro Blanco de 18 kilates, perfecto para acompañar cualquier look y realzar tu esencia espiritual. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 1.5mm ancho  x 2cm largo x 3mm grosor",,300000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
148,variable,RD23,,Colección Say My Name,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,,Dijes>Golden Hour Treasures,"RD23-1RP.jpg,RD231RM-RC161M-1.jpg,RD23-1P.jpg,RD231RM-RC161M-3.jpg,RD231RM-RC161M-50CM.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,Oro Amarillo,,1,,Letra,"A,B,C,D,E,F,G,H,I,J,K,L,M,N,Ñ,O,P,Q,R,S,T,U,V,X,Y,Z.",,,,,,,,
149,variation,RD23,RD231A,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,A,,,,,,,,
149,variation,RD23,RD231B,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,B,,,,,,,,
149,variation,RD23,RD231C,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,C,,,,,,,,
149,variation,RD23,RD231D,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,D,,,,,,,,
149,variation,RD23,RD231E,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)
Detalles del producto: 

Material: Oro de 18 kilates
",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,E,,,,,,,,
149,variation,RD23,RD231F,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,F,,,,,,,,
149,variation,RD23,RD231G,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,G,,,,,,,,
149,variation,RD23,RD231H,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)
Detalles del producto: 

Material: Oro de 18 kilates
",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,H,,,,,,,,
149,variation,RD23,RD231I,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,I,,,,,,,,
149,variation,RD23,RD231J,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,J,,,,,,,,
149,variation,RD23,RD231K,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,K,,,,,,,,
149,variation,RD23,RD231L,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,L,,,,,,,,
149,variation,RD23,RD231M,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,M,,,,,,,,
149,variation,RD23,RD231N,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,N,,,,,,,,
149,variation,RD23,RD231Ñ,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)
Detalles del producto: 

Material: Oro de 18 kilates
",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,Ñ,,,,,,,,
149,variation,RD23,RD231O,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,O,,,,,,,,
149,variation,RD23,RD231P,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,P,,,,,,,,
149,variation,RD23,RD231Q,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,Q,,,,,,,,
149,variation,RD23,RD231R,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)
Detalles del producto: 

Material: Oro de 18 kilates
",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,R,,,,,,,,
149,variation,RD23,RD231S,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,S,,,,,,,,
149,variation,RD23,RD231T,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,T,,,,,,,,
149,variation,RD23,RD231U,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,U,,,,,,,,
149,variation,RD23,RD231W,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,W,,,,,,,,
149,variation,RD23,RD231X,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,X,,,,,,,,
149,variation,RD23,RD231Y,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,Y,,,,,,,,
149,variation,RD23,RD231Z,Colección Say My Name ,1,"Say My Name una genuina colección de piezas; única como tú.

¡Selecciona tu inicial! 

Cada nombre tiene una gran historia por contar y este delicado dije es una reafirmación de ello. Celebramos la diversidad y la particularidad que habita en cada mujer, reflejándola en un poderoso amuleto que será tu recordatorio diario de fortaleza y confianza en quién eres.

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Material: Oro de 18 kilates

",,330000,,,,2,Material,Oro Amarillo,,1,,Letra,Z,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,variable,RG1,,Gargantilla Warm Heart ,1,"Your heart it's pure GOLD

Delicada cadena de argollas elaborada en Oro de 18 kilates con dije central en forma de corazón. Perfecta para combinarla con tus outfits ¡a cualquier hora y en todo lugar!

¡Personaliza esta pieza!

Detalles del producto:   

Material: Oro de 18 kilates 
Dimensiones cadena: 51cm largo 
Dimensiones dije: 1.4cm ancho x 1cm largo x 1.4mm grosor
",,,Gargantillas>Rosary's Treasures,"RG1-2P.jpg,RG12M-1.jpg,RG12M-2.jpg,RG12M.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,Oro Blanco,,1,,,,,,,,,,,
151,variation,RG1,RG12,Gargantilla Warm Heart in White,1,"Your heart it's pure GOLD

Delicada cadena de argollas elaborada en Oro Blanco de 18 kilates con dije central en forma de corazón. Perfecta para combinarla con tus outfits ¡a cualquier hora y en todo lugar!

¡Personaliza esta pieza!

Detalles del producto:   

Material: Oro Blanco de 18 kilates 
Dimensiones cadena: 51cm largo 
Dimensiones dije: 1.4cm ancho x 1cm largo x 1.4mm grosor
",,1100000,,,,,Material,Oro Blanco,,1,,,,,,,,,,,
152,variable,RG2,,Gargantilla Warm Heart ,1,"Your heart it's pure GOLD

Delicada cadena de argollas elaborada en Oro de 18 kilates con dije central en forma de corazón. Perfecta para combinarla con tus outfits ¡a cualquier hora y en todo lugar!

¡Personaliza esta pieza!

Detalles del producto:  
 
Material: Oro de 18 kilates 
Dimensiones cadena: 46cm largo 
Dimensiones dije: 1.1cm ancho x 8.6cm largo x 1.3mm grosor
",,,Gargantillas>Rosary's Treasures,"RG2-1P.jpg,RG21M-1.jpg,RG21M.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,Oro Amarillo,,1,,,,,,,,,,,
153,variation,RG2,RG21,Gargantilla Warm Heart,1,"Your heart it's pure GOLD

Delicada cadena de argollas elaborada en Oro Amarillo de 18 kilates con dije central en forma de corazón. Perfecta para combinarla con tus outfits ¡a cualquier hora y en todo lugar!

¡Personaliza esta pieza!

Detalles del producto:  
 
Material: Oro Amarillo de 18 kilates ley 750
Dimensiones cadena: 46cm largo 
Dimensiones dije: 1.1cm ancho x 8.6cm largo x 1.3mm grosor
",,1030000,,,,,Material,Oro Amarillo,,1,,,,,,,,,,,
154,variable,RG3,,Gargantilla Kind Heart ,1,"Love yourself first

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro de 18 kilates y acompañada de un sutil dije en forma corazón. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  
 
Material: Oro de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 7.5cm largo x 9.3cm ancho x 4.2mm grosor",,,Gargantillas>Rosary's Treasures,"RG3-2P.jpg,","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,Oro Blanco,,1,,,,,,,,,,,
155,variation,RG3,RG32,Gargantilla Kind Heart in White,1,"Love yourself first

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro Blanco de 18 kilates y acompañada de un sutil dije en forma corazón. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  
 
Material: Oro Blanco de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 7.5cm largo x 9.3cm ancho x 4.2mm grosor",,1060000,,,,,Material,Oro Blanco,,1,,,,,,,,,,,
156,variable,RG4,,Gargantilla Lovely Star ,1,"Always a shooting star

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro de 18 kilates y acompañada de un sutil dije en forma de estrella. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  
 
Material: Oro de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 1cm largo x 1cm ancho x 4.2mm grosor ",,,Gargantillas>Rosary's Treasures,RG4-2P.jpg,"Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,Oro Blanco,,1,,,,,,,,,,,
157,variation,RG4,RG42,"Gargantilla Lovely Star in White
",1,"Always a shooting star

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro Blanco de 18 kilates y acompañada de un sutil dije en forma de estrella. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  
 
Material: Oro Blanco de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 1cm largo x 1cm ancho x 4.2mm grosor ",,1060000,,,,,Material,Oro Blanco,,1,,,,,,,,,,,
158,variable,RG6,,Gargantilla Kind Heart ,1,"Love yourself first

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro de 18 kilates y acompañada de un sutil dije en forma corazón en Oro de 18 kilates. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  
 
Material: Oro Blanco y Oro Rosa de 18 kilates
Dimensiones cadena: 45cm largo 
Dimensiones dije: 7.5mm largo x 9.3mm ancho x 4.2mm grosor",,,Gargantillas>Rosary's Treasures,RG6-4P.jpg,"Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,"Oro Blanco, Oro Rosa ",,1,,,,,,,,,,,
159,variation,RG6,RG64,Gargantilla Kind Heart in Rose ,1,"Love yourself first

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro Blanco de 18 kilates y acompañada de un sutil dije en forma corazón en Oro Rosa de 18 kilates. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  
 
Material: Oro Blanco y Oro Rosa de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 7.5mm largo x 9.3mm ancho x 4.2mm grosor",,1060000,,,,,Material,"Oro Blanco, Oro Rosa ",,1,,,,,,,,,,,
160,variable,RG7,,Gargantilla Lovely Star ,1,"Always a shooting star

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro de 18 kilates y acompañada de un sutil dije en forma de estrella en Oro de 18 kilates.

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto: 

Material: Oro Blanco y Oro Rosa de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 1cm largo x 1cm ancho x 4.2mm grosor",,,Gargantillas>Rosary's Treasures,RG7-4P.jpg,"Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,"Oro Blanco, Oro Rosa ",,1,,,,,,,,,,,
161,variation,RG7,RG74,Gargantilla Lovely Star in Rose,1,"Always a shooting star

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro Blanco de 18 kilates y acompañada de un sutil dije en forma de estrella en Oro Rosa de 18 kilates.

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto: 

Material: Oro Blanco y Oro Rosa de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 1cm largo x 1cm ancho x 4.2mm grosor",,1060000,,,,,Material,"Oro Blanco, Oro Rosa ",,1,,,,,,,,,,,
162,variable,RG8,,Gargantilla Kind Heart,1,"Love yourself first

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro de 18 kilates y acompañada de un sutil dije en forma corazón. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  

Material: Oro de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 7.5mm largo x 9.3mm ancho x 4.2mm grosor",,,Gargantillas>Rosary's Treasures,RG8-1P.jpg,"Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,Oro Amarillo,,1,,,,,,,,,,,
163,variation,RG8,RG81,Gargantilla Kind Heart,1,"Love yourself first

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro Amarillo de 18 kilates y acompañada de un sutil dije en forma corazón. 

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto:  

Material: Oro Amarillo de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 7.5mm largo x 9.3mm ancho x 4.2mm grosor",,1060000,,,,,Material,Oro Amarillo,,1,,,,,,,,,,,
164,variable,RG9,,Gargantilla Lovely Star ,1,"Always a shooting star

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro de 18 kilates y acompañada de un sutil dije en forma de estrella.

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto: 

Material: Oro de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 1cm largo x 1cm ancho x 4.2mm grosor",,,Gargantillas>Rosary's Treasures,RG9-1P.jpg,"Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país.",,Material,Oro Amarillo,,1,,,,,,,,,,,
165,variation,RG9,RG91,Gargantilla Lovely Star ,1,"Always a shooting star

Delicada gargantilla en cadena eslabonada en forma de cubo brillante, elaborada en Oro Amarillo de 18 kilates y acompañada de un sutil dije en forma de estrella.

Combínala con tus outfits ¡a cualquier hora y en todo lugar!

Detalles del producto: 

Material: Oro Amarillo de 18 kilates 
Dimensiones cadena: 45cm largo 
Dimensiones dije: 1cm largo x 1cm ancho x 4.2mm grosor",,1060000,,,,,Material,Oro Amarillo,,1,,,,,,,,,,,
166,variable,RG10,,Choker Kind Heart ,1,"Rock my heart

Una pieza perfecta para darle un toque apasionado a todos tus outfits. Choker elaborado en cuero con terminación brillante y dije en forma de corazón en Oro de 18 kilates. 

¡Llévanos a donde vayas! una cara del corazón viene contramarcado con la palabra ''Rosary''. 

Detalles del producto:
 
Material: Oro Blanco de 18 kilates 
Dimensiones dije: 7.5mm largo x 9.3mm ancho x 4.2mm grosor",,,Gargantillas>Rosary's Treasures,RG10-2P.jpg,"Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país.",,Material,Oro Blanco,,1,,,,,,,,,,,
