ID,Tipo,SKU Padre,SKU hijo,Nombre,Publicado 0/1,Descripción corta - producto,Precio rebajado,Precio normal,Categorías,Imágenes,Etiquetas,Inventario,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo por defecto 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,Atributo por defecto 3
73,variation,RN12,R122-6,Anillo Pieria in White,1,"Crea un look sobrio, magnético y elegante.

Anillo en Oro Blanco de 18 kilates con delicadas esferas que se intercalan entre finos eslabones, logrando una pieza delicada perfecta para cada look.

¡Personaliza esta pieza!

Detalles del producto:  
  
Material: Oro Blanco de 18 kilates
Dimensiones: 2mm ancho x 1mm grosor
Tallas: 6 - 6 1/2 - 7 - 7 1/2
",,710000,,,,2,Talla,6,,1,,Material,Oro Blanco ,,1,,,,,,
74,variation,RN12,RN122-6-1/2,Anillo Pieria in White,1,"Crea un look sobrio, magnético y elegante.

Anillo en Oro Blanco de 18 kilates con delicadas esferas que se intercalan entre finos eslabones, logrando una pieza delicada perfecta para cada look.

¡Personaliza esta pieza!

Detalles del producto:  
  
Material: Oro Blanco de 18 kilates
Dimensiones: 2mm ancho x 1mm grosor
Tallas: 6 - 6 1/2 - 7 - 7 1/2
",,710000,,,,2,Talla,6-1/2,,1,,Material,Oro Blanco ,,1,,,,,,
75,variation,RN12,RN122-7,Anillo Pieria in White,1,"Crea un look sobrio, magnético y elegante.

Anillo en Oro Blanco de 18 kilates con delicadas esferas que se intercalan entre finos eslabones, logrando una pieza delicada perfecta para cada look.

¡Personaliza esta pieza!

Detalles del producto:  
  
Material: Oro Blanco de 18 kilates
Dimensiones: 2mm ancho x 1mm grosor
Tallas: 6 - 6 1/2 - 7 - 7 1/2
",,745000,,,,2,Talla,7,,1,,Material,Oro Blanco ,,1,,,,,,
76,variation,RN12,RN122-7-1/2,Anillo Pieria in White,1,"Crea un look sobrio, magnético y elegante.

Anillo en Oro Blanco de 18 kilates con delicadas esferas que se intercalan entre finos eslabones, logrando una pieza delicada perfecta para cada look.

¡Personaliza esta pieza!

Detalles del producto:  
  
Material: Oro Blanco de 18 kilates
Dimensiones: 2mm ancho x 1mm grosor
Tallas: 6 - 6 1/2 - 7 - 7 1/2
",,745000,,,,2,Talla,7-1/2,,1,,Material,Oro Blanco ,,1,,,,,,
77,variable,RN13,,Anillo Pure Emerald ,1,"Every girl wants an Emerald

Anillo en Oro de 18 kilates con un poderoso solitario de Esmeralda de 40 puntos y engaste en cuatro uñas. Un deléite elegante y clásico. 

¡Personaliza esta pieza!

Detalles del producto:  

Pedrería: Esmeralda
Material: Oro de 18 kilates
Dimensiones: 2.4mm ancho x 1.3mm grosor
Tallas: 6 - 6 1/2 
",,,Anillos>Golden Hour Treasures,"RN13-2P.jpg,RN133M-1.jpg,RN13-2P1.jpg,RN133M.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Talla,6 - 6-1/2 ,,1,,Material ,Oro Blanco ,,1,,,,,,
78,variation,RN13,R132-6,Anillo Pure Emerald in White,,"Every girl wants an Emerald

Anillo en Oro Blanco de 18 kilates con un poderoso solitario de Esmeralda de 40 puntos y engaste en cuatro uñas. Un deléite elegante y clásico. 

¡Personaliza esta pieza!

Detalles del producto:  

Pedrería: Esmeralda
Material: Oro Blanco de 18 kilates
Dimensiones: 2.4mm ancho x 1.3mm grosor
Tallas: 6 - 6 1/2 
",,1950000,,,,2,Talla,6,,1,,Material,Oro Blanco ,,1,,,,,,
79,variation,RN13,RN132-6-1/2,Anillo Pure Emerald in White,,"Every girl wants an Emerald

Anillo en Oro Blanco de 18 kilates con un poderoso solitario de Esmeralda de 40 puntos y engaste en cuatro uñas. Un deléite elegante y clásico. 

¡Personaliza esta pieza!

Detalles del producto:  

Pedrería: Esmeralda
Material: Oro Blanco de 18 kilates
Dimensiones: 2.4mm ancho x 1.3mm grosor
Tallas: 6 - 6 1/2 
",,1950000,,,,2,Talla,6-1/2,,1,,Material,Oro Blanco ,,1,,,,,,
80,variable,RN14,,Anillo Pure Emerald ,1,"Every girl wants an Emerald

Anillo en Oro de 18 kilates con un poderoso solitario de Esmeralda de 20 puntos y engaste en cuatro uñas. Un deléite elegante y clásico. 

¡Personaliza esta pieza!

Detalles del producto:  
 
Pedrería: Esmeralda
Material: Oro de 18 kilates
Dimensiones: 3mm ancho x 1.2mm grosor
Tallas: 6 - 6 1/2

",,,Anillos>Golden Hour Treasures,"RN14-1P1.jpg,RN141M.jpg,RN14-1P.jpg,","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Talla,6 - 6-1/2 ,,1,,Material ,Oro Amarillo,,1,,,,,,
81,variation,RN14,R142-6,Anillo Pure Emerald ,,"Every girl wants an Emerald

Anillo en Oro amarillo de 18 kilates con un poderoso solitario de Esmeralda de 20 puntos y engaste en cuatro uñas. Un deléite elegante y clásico. 

¡Personaliza esta pieza!

Detalles del producto:  
 
Pedrería: Esmeralda
Material: Oro Amarillo de 18 kilates
Dimensiones: 3mm ancho x 1.2mm grosor
Tallas: 6 - 6 1/2

",,1320000,,,,2,Talla,6,,1,,Material,Oro Amarillo,,1,,,,,,
82,variation,RN14,RN142-6-1/2,Anillo Pure Emerald ,,"Every girl wants an Emerald

Anillo en Oro amarillo de 18 kilates con un poderoso solitario de Esmeralda de 20 puntos y engaste en cuatro uñas. Un deléite elegante y clásico. 

¡Personaliza esta pieza!

Detalles del producto:  
 
Pedrería: Esmeralda
Material: Oro Amarillo de 18 kilates
Dimensiones: 3mm ancho x 1.2mm grosor
Tallas: 6 - 6 1/2

",,1320000,,,,2,Talla,6-1/2,,1,,Material,Oro Amarillo,,1,,,,,,
83,variable,RN15,,Anillo Pure Love,1,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro Amarillo de 18 kilates con un poderoso solitario de Circon engastado en seis cuatro uñas. Un deléite elegante y clásico.

¡Personaliza esta pieza!

Detalles del producto:  
 
Pedrería: Circones
Material: Oro Amarillo de 18 kilates
Dimensiones: 2.3mm ancho x 0.8mm grosor
Tallas: 6 - 6 1/2 

",,,Anillos>Golden Hour Treasures,"RN15-1P.jpg,RN152M-1.jpg,RN15P.jpg,RN152M-2.jpg,RN152M.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Talla,6 - 6-1/2 ,,1,,Material ,"Oro Amarillo, Oro Blanco ",,1,,,,,,
84,variation,RN15,R151-6,Anillo Pure Love,,"Every girl wants an Emerald

Anillo en Oro amarillo de 18 kilates con un poderoso solitario de Esmeralda de 20 puntos y engaste en cuatro uñas. Un deléite elegante y clásico. 

¡Personaliza esta pieza!

Detalles del producto:  
 
Pedrería: Esmeralda
Material: Oro Amarillo de 18 kilates
Dimensiones: 3mm ancho x 1.2mm grosor
Tallas: 6 - 6 1/2

",,620000,,,,2,Talla,6,,1,,Material,Oro Amarillo,,1,,,,,,
85,variation,RN15,RN152-6-1/2,Anillo Pure Love in White,,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro Blanco de 18 kilates con un poderoso solitario de Circon engastado en seis uñas. Un deléite elegante y clásico.

¡Personaliza esta pieza!

Detalles del producto:  
 
Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 2.3mm ancho x 0.8mm grosor
Tallas: 6 - 6 1/2",,620000,,,,2,Talla,6-1/2,,1,,Material,Oro Blanco ,,1,,,,,,
86,variable,RN16,,Anillo Love First ,1,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro de 18 kilates con un poderoso Circon central engastado en seis uñas y Circones engastados en carré que desciende en un aro lateral de mayor a menor. Un deléite elegante y clásico.

¡Personaliza esta pieza!

Detalles del producto:  
  
Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 2.5mm ancho x 1.6mm grosor
Tallas: 6 - 6 1/2 ",,,Anillos>Golden Hour Treasures,"RN16-2P1.jpg,RN162M.jpg,RN16-2P.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Talla,6 - 6-1/2 ,,1,,Material ,Oro Blanco ,,1,,,,,,
87,variation,RN16,R162-6,Anillo Love First in White,,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro Blanco de 18 kilates con un poderoso Circon central engastado en seis uñas y Circones engastados en carré que desciende en un aro lateral de mayor a menor. Un deléite elegante y clásico.

¡Personaliza esta pieza!

Detalles del producto:  
  
Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 2.5mm ancho x 1.6mm grosor
Tallas: 6 - 6 1/2 ",,950000,,,,2,Talla,6,,1,,Material,Oro Blanco ,,1,,,,,,
88,variation,RN16,RN162-6-1/2,Anillo Love First in White,,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro Blanco de 18 kilates con un poderoso Circon central engastado en seis uñas y Circones engastados en carré que desciende en un aro lateral de mayor a menor. Un deléite elegante y clásico.

¡Personaliza esta pieza!

Detalles del producto:  
  
Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 2.5mm ancho x 1.6mm grosor
Tallas: 6 - 6 1/2 ",,950000,,,,2,Talla,6-1/2,,1,,Material,Oro Blanco ,,1,,,,,,
89,variable,RN17,,Anillo Love Me,1,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro de 18 kilates con un poderoso Circon central engastado en cuatro uñas y Circones laterales sin fin. Un deléite elegante y clásico. 

Anillo solitario en oro de 18 kilates  circon central engastado en cuatro uñas y circones laterales.

¡Personaliza esta pieza!

Detalles del producto:  
  
Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 1.7mm ancho x 1.3mm grosor
Tallas: 6 - 6 1/2 ",,,Anillos>Golden Hour Treasures,"RN17-1P.jpg,RN171M.jpg,RN17-1P1.jpg,RN171M-1.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Talla,6 - 6-1/2 ,,1,,Material ,Oro Amarillo,,1,,,,,,
90,variation,RN17,R171-6,Anillo Love Me,,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro amarillo de 18 kilates con un poderoso Circon central engastado en cuatro uñas y Circones laterales sin fin. Un deléite elegante y clásico. 

Anillo solitario en oro de 18 kilates  circon central engastado en cuatro uñas y circones laterales.

¡Personaliza esta pieza!

Detalles del producto:  
  
Pedrería: Circones
Material: Oro amarillo de 18 kilates
Dimensiones: 1.7mm ancho x 1.3mm grosor
Tallas: 6 - 6 1/2 ",,460000,,,,2,Talla,6,,1,,Material,Oro Amarillo,,1,,,,,,
91,variation,RN17,RN171-6-1/2,Anillo Love Me,,"Asegura un SÍ ¡para toda la vida!

Anillo en Oro amarillo de 18 kilates con un poderoso Circon central engastado en cuatro uñas y Circones laterales sin fin. Un deléite elegante y clásico. 

Anillo solitario en oro de 18 kilates  circon central engastado en cuatro uñas y circones laterales.

¡Personaliza esta pieza!

Detalles del producto:  
  
Pedrería: Circones
Material: Oro amarillo de 18 kilates
Dimensiones: 1.7mm ancho x 1.3mm grosor
Tallas: 6 - 6 1/2 ",,460000,,,,2,Talla,6-1/2,,1,,Material,Oro Amarillo,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,variable,RD1,,Dije Love Me,1,"Love is everywhere. 

Dije en forma de corazón elaborado en Oro de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 1.6cm largo x 1.6mm grosor x 1.9cm ancho",,,Dijes>Golden Hour Treasures,"RD1-3P.jpg,RD13M-RC173M.jpg,RD1-2P.jpg,RD1-1P.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país.",,Material,"Oro Amarillo, Oro Blanco, Oro Rosa",,1,,,,,,,,,,,
93,variation,RD1,RD11,Dije Love Me,1,"Love is everywhere. 

Dije en forma de corazón elaborado en Oro Amarillo de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Amarillo de 18 kilates
Dimensiones: 1.6cm largo x 1.6mm grosor x 1.9cm ancho",,650000,,,,2,Material,Oro Amarillo,,1,,,,,,,,,,,
94,variation,RD1,RD12,Dije Love Me in White,1,"Love is everywhere. 

Dije en forma de corazón elaborado en Oro Blanco de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 1.6cm largo x 1.6mm grosor x 1.9cm ancho",,650000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
95,variation,RD1,RD13,Dije Love Me in Rose,1,"Love is everywhere. 

Dije en forma de corazón elaborado en Oro Rosa de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro Rosa de 18 kilates
Dimensiones: 1.6cm largo x 1.6mm grosor x 1.9cm ancho",,650000,,,,2,Material,Oro Rosa ,,1,,,,,,,,,,,
96,variable,RD2,,Dije Love Me,1,"Love is first

Delicado dije en forma de corazón elaborado en Oro de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 1.3cm largo x 1.2mm grosor x 1.6cm ancho",,,Dijes>Golden Hour Treasures,"RD2-1P.jpg,RD21M-RC161M.jpg,RD2-2P.jpg,RD2-3P.jpg,RD21M-RCM111.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país.",,Material,"Oro Amarillo, Oro Blanco, Oro Rosa",,1,,,,,,,,,,,
97,variation,RD2,RD21,Dije Love First,1,"Love is first

Delicado dije en forma de corazón elaborado en Oro Amarillo de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Amarillo de 18 kilates
Dimensiones: 1.3cm largo x 1.2mm grosor x 1.6cm ancho",,300000,,,,2,Material,Oro Amarillo,,1,,,,,,,,,,,
98,variation,RD2,RD22,Dije Love First in White,1,"Love is first

Delicado dije en forma de corazón elaborado en Oro Blanco de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 1.3cm largo x 1.2mm grosor x 1.6cm ancho",,300000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
99,variation,RD2,RD23,Dije Love First in Rose,1,"Love is first

Delicado dije en forma de corazón elaborado en Oro Rosa de 18 kilates con bisel engastado en circones acabado a mano con materiales de primera calidad; una joya contemporánea con un encanto nostálgico.

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro Rosa de 18 kilates
Dimensiones: 1.3cm largo x 1.2mm grosor x 1.6cm ancho",,300000,,,,2,Material,Oro Rosa ,,1,,,,,,,,,,,
100,variable,RD3,,Dije Pure Love,1,"Love is Pure 

Dije en forma de corazón adornado con circones incrustados en Oro de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 7.7mm largo x 1.8mm grosor x 8.5mm ancho",,,Dijes>Golden Hour Treasures,"RD3-2P.jpg,RD32M-RC152M-45cm.jpg,RD3-1P.jpg,RD3-3P.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país.",,Material,"Oro Amarillo, Oro Blanco, Oro Rosa",,1,,,,,,,,,,,
101,variation,RD3,RD31,Dije Pure Love,1,"Love is Pure 

Dije en forma de corazón adornado con circones incrustados en Oro Amarillo de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Amarillo de 18 kilates
Dimensiones: 7.7mm largo x 1.8mm grosor x 8.5mm ancho",,310000,,,,2,Material,Oro Amarillo,,1,,,,,,,,,,,
102,variation,RD3,RD32,Dije Pure Love in White,1,"Love is Pure 

Dije en forma de corazón adornado con circones incrustados en Oro Blanco de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 7.7mm largo x 1.8mm grosor x 8.5mm ancho",,310000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
103,variation,RD3,RD33,Dije Pure Love in Rose,1,"Love is Pure 

Dije en forma de corazón adornado con circones incrustados en Oro Rosa de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Rosa de 18 kilates
Dimensiones: 7.7mm largo x 1.8mm grosor x 8.5mm ancho",,310000,,,,2,Material,Oro Rosa ,,1,,,,,,,,,,,
100,variable,RD4,,Dije Shooting Star,1,"A shooting star in the sky 

Como una estrella fugaz en el cielo, luminosa y de impecable elegancia. Nuestro dije Shooting Star es una pieza única diseñada con 9 delicadas estrellas que ascienden en tamaño desde su colgante, fabricado en Oro de 18 kilates con circones incrustados en cada estrella. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 7cm largo x 2.5mm estrella menor a 5mm estrella mayor x ancho 1.6mm grosor",,,Dijes>Golden Hour Treasures,"RD4-3P.jpg,RD43M-RC173M.jpg,RD4-1P.jpg,RD4-2P.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país.",,Material,"Oro Amarillo, Oro Blanco, Oro Rosa",,1,,,,,,,,,,,
101,variation,RD4,RD41,Dije Shooting Star,1,"A shooting star in the sky 

Como una estrella fugaz en el cielo, luminosa y de impecable elegancia. Nuestro dije Shooting Star es una pieza única diseñada con 9 delicadas estrellas que ascienden en tamaño desde su colgante, fabricado en Oro Amarillo de 18 kilates con circones incrustados en cada estrella. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Amarillo de 18 kilates
Dimensiones: 7cm largo x 2.5mm estrella menor a 5mm estrella mayor x ancho 1.6mm grosor",,950000,,,,2,Material,Oro Amarillo,,1,,,,,,,,,,,
102,variation,RD4,RD42,Dije Shooting Star in White,1,"A shooting star in the sky 

Como una estrella fugaz en el cielo, luminosa y de impecable elegancia. Nuestro dije Shooting Star es una pieza única diseñada con 9 delicadas estrellas que ascienden en tamaño desde su colgante, fabricado en Oro Amarillo de 18 kilates con circones incrustados en cada estrella. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 7cm largo x 2.5mm estrella menor a 5mm estrella mayor x ancho 1.6mm grosor",,950000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
103,variation,RD4,RD43,Dije Shooting Star in Rose,1,"A shooting star in the sky 

Como una estrella fugaz en el cielo, luminosa y de impecable elegancia. Nuestro dije Shooting Star es una pieza única diseñada con 9 delicadas estrellas que ascienden en tamaño desde su colgante, fabricado en Oro Amarillo de 18 kilates con circones incrustados en cada estrella. 

Detalles del producto: 

Pedrería: Circones
Material: Oro Rosa de 18 kilates
Dimensiones: 7cm largo x 2.5mm estrella menor a 5mm estrella mayor x ancho 1.6mm grosor",,950000,,,,2,Material,Oro Rosa ,,1,,,,,,,,,,,
104,variable,RD5,,Dije Loyal,1,"Conectamos con tu esencia espiritual 

Dije en forma de cruz con delicada incrustación en bisel de circones pequeños en Oro de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 8.3mm largo x 0.9mm grosor x 6.0mm ancho",,,Dijes>Sacred Treasures,"RD5-2P.jpg,RD52M-RC152M.jpg,RD5-1P.jpg,RD5-3P.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país.",,Material,"Oro Amarillo, Oro Blanco, Oro Rosa",,1,,,,,,,,,,,
105,variation,RD5,RD51,Dije Loyal,1,"Conectamos con tu esencia espiritual 

Dije en forma de cruz con delicada incrustación en bisel de circones pequeños en Oro Amarillo de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Amarillo de 18 kilates
Dimensiones: 8.3mm largo x 0.9mm grosor x 6.0mm ancho",,130000,,,,2,Material,Oro Amarillo,,1,,,,,,,,,,,
106,variation,RD5,RD52,Dije Loyal in White,1,"Conectamos con tu esencia espiritual 

Dije en forma de cruz ancha con delicada incrustación en bisel de circones pequeños en Oro Blanco de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Rosa de 18 kilates
Dimensiones: 8.3mm largo x 0.9mm grosor x 6.0mm ancho",,130000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
107,variation,RD5,RD53,Dije Loyal in Rose,1,"Conectamos con tu esencia espiritual 

Dije en forma de cruz con delicada incrustación en bisel de circones pequeños en Oro Rosa de 18 kilates. 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro Rosa de 18 kilates
Dimensiones: 8.3mm largo x 0.9mm grosor x 6.0mm ancho",,130000,,,,2,Material,Oro Rosa ,,1,,,,,,,,,,,
108,variable,RD6,,Dije Faith ,1,"Un detalle sagrado

Dije en forma de cruz delgada con delicada incrustación en bisel de circones pequeños en Oro de 18 kilates. 

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones: 1.5cm largo x 1.1mm grosor x 1cm ancho",,,Dijes>Sacred Treasures,"RD6-3P.jpg,RD63M-RC173M.jpg,RD6-2P.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,"Oro Blanco, Oro Rosa",,1,,,,,,,,,,,
109,variation,RD6,RD62,Dije Faith in White,1,"Un detalle sagrado

Dije en forma de cruz delgada con delicada incrustación en bisel de circones pequeños en Oro Blanco de 18 kilates. 

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 1.5cm largo x 1.1mm grosor x 1cm ancho",,230000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
110,variation,RD6,RD63,Dije Faith in Rose,1,"Un detalle sagrado

Dije en forma de cruz delgada con delicada incrustación en bisel de circones pequeños en Oro Rosa de 18 kilates. 

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro Rosa de 18 kilates
Dimensiones:1.5cm largo x 1.1mm grosor x 1cm ancho",,230000,,,,2,Material,Oro Rosa ,,1,,,,,,,,,,,
111,variable,RD7,,Dije Believe,1,"Un detalle sagrado

Dije en forma de cruz delgada con delicada incrustación en bisel de circones pequeños en Oro de 18 kilates. 

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro  de 18 kilates
Dimensiones: 2.4cm largo x 1.3mm grosor x 1.4cm ancho",,,Dijes>Sacred Treasures,"RD7-2P.jpg,RD72M-RC142M-1.jpg,RD7-1P.jpg,RD72M-RC142M.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,"Oro Amarillo, Oro Blanco",,1,,,,,,,,,,,
105,variation,RD7,RD71,Dije Believe,1,"Un detalle sagrado

Dije en forma de cruz delgada con delicada incrustación en bisel de circones pequeños en Oro Amarillo de 18 kilates. 

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro Amarillo de 18 kilates
Dimensiones: 2.4cm largo x 1.3mm grosor x 1.4cm ancho",,330000,,,,2,Material,Oro Amarillo,,1,,,,,,,,,,,
106,variation,RD7,RD72,Dije Believe in White,1,"Un detalle sagrado

Dije en forma de cruz delgada con delicada incrustación en bisel de circones pequeños en Oro Blanco de 18 kilates. 

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto:  

Pedrería: Circones
Material: Oro Blanco de 18 kilates
Dimensiones: 2.4cm largo x 1.3mm grosor x 1.4cm ancho",,330000,,,,2,Material,Oro blanco ,,1,,,,,,,,,,,
107,variable,RD8,,Dije Hope,1,"Un detalle sagrado

Dije en forma de cruz delgada con delicada incrustación en bisel de circones pequeños en Oro de 18 kilates. 

¡Personaliza esta pieza! 

Encuentra la cadena ideal para esta pieza aquí (insertar link que lleve a la subcategoría Cadenas)

Detalles del producto: 

Pedrería: Circones
Material: Oro de 18 kilates
Dimensiones:2.5cm largo x 1mm grosor x 1.5cm ancho",,,Dijes>Sacred Treasures,"RD8-3P.jpg,RD83M-RC152M.jpg","Joyería acabada a mano con materiales de primera calidad, Compra de forma segura y protegida, Cada joya es entregada en un empaque de alta categoría, Envíos a todo el país, Personaliza esta pieza",,Material,Oro Rosado,,1,,,,,,,,,,,
